company,job_title,job_category,seniority,country,min_experience_clean,min_experience,avg_salary_lpa,min_salary_lpa,max_salary_lpa,num_of_salaries,skill_python,skill_r,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_machine_learning,skill_statistics,skill_spark,skill_hadoop,skill_aws,skill_azure,skill_tensorflow,skill_pytorch,skill_nlp,skill_computer_vision,skill_big_data,skill_etl,skill_git,skill_docker,skill_data_visualization
Morningstar,Senior Data Scientist,Data Scientist,Senior,India,4,4,19.7,16.2,24.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hewlett-Packard Enterprise,Senior Data Scientist,Data Scientist,Senior,India,3,3,20.7,17.0,30.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tredence,Senior Data Scientist,Data Scientist,Senior,India,3,3,18.4,12.4,26.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UST,Senior Data Scientist,Data Scientist,Senior,India,3,3,12.1,10.3,16.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ValueLabs,Senior Data Scientist,Data Scientist,Senior,India,3,3,21.1,10.3,26.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novartis Healthcare,Senior Data Scientist,Data Scientist,Senior,India,5,5,30.5,16.0,51.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vodafone Idea,Senior Data Scientist,Data Scientist,Senior,India,4,4,22.7,13.1,32.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagarro,Senior Data Scientist,Data Scientist,Senior,India,2,2,18.0,14.3,25.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERE Technologies,Senior Data Scientist,Data Scientist,Senior,India,6,6,27.1,22.5,30.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globant,Senior Data Scientist,Data Scientist,Senior,India,2,2,17.8,13.0,26.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker Hughes,Senior Data Scientist,Data Scientist,Senior,India,3,3,27.4,23.0,32.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Analytics,Senior Data Scientist,Data Scientist,Senior,India,5,5,22.2,18.0,27.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epsilon,Senior Data Scientist,Data Scientist,Senior,India,4,4,23.2,19.0,26.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AntWorks,Senior Data Scientist,Data Scientist,Senior,India,3,3,20.6,14.0,30.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altimetrik,Senior Data Scientist,Data Scientist,Senior,India,4,4,18.3,12.0,26.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Info Edge,Senior Data Scientist,Data Scientist,Senior,India,1,1,30.9,21.0,37.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigmoid Analytics,Senior Data Scientist,Data Scientist,Senior,India,2,2,22.5,15.0,30.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Lilly and Company,Senior Data Scientist,Data Scientist,Senior,India,4,4,26.8,22.5,32.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lam Research,Senior Data Scientist,Data Scientist,Senior,India,3,3,16.5,13.9,20.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE Aviation,Senior Data Scientist,Data Scientist,Senior,India,5,5,22.1,14.5,29.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris Software,Senior Data Scientist,Data Scientist,Senior,India,6,6,23.0,17.0,27.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claim Genius,Senior Data Scientist,Data Scientist,Senior,India,3,3,21.4,18.4,27.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZS,Senior Data Scientist,Data Scientist,Senior,India,1,1,18.0,14.5,24.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mphasis,Senior Data Scientist,Data Scientist,Senior,India,2,2,13.3,11.0,15.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NielsenIQ,Senior Data Scientist,Data Scientist,Senior,India,3,3,8.7,8.0,9.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mu Sigma,Senior Data Scientist,Data Scientist,Senior,India,3,3,14.5,12.3,15.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNY Mellon,Senior Data Scientist,Data Scientist,Senior,India,1,1,16.9,5.2,25.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Technologies,Senior Data Scientist,Data Scientist,Senior,India,5,5,18.4,12.1,23.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Templeton Investments,Senior Data Scientist,Data Scientist,Senior,India,7,7,27.3,22.0,32.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philips,Senior Data Scientist,Data Scientist,Senior,India,5,5,22.6,19.0,25.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBS Bank,Senior Data Scientist,Data Scientist,Senior,India,4,4,20.6,16.5,25.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International School of Engineering,Senior Data Scientist,Data Scientist,Senior,India,9,9,20.2,15.0,25.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson Controls,Senior Data Scientist,Data Scientist,Senior,India,4,4,25.1,18.5,32.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajaj Finance,Senior Data Scientist,Data Scientist,Senior,India,1,1,20.0,16.0,30.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganit Business Solutions,Senior Data Scientist,Data Scientist,Senior,India,5,5,18.9,15.5,21.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xoriant,Senior Data Scientist,Data Scientist,Senior,India,6,6,18.6,15.0,23.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o9 Solutions,Senior Data Scientist,Data Scientist,Senior,India,4,4,21.5,13.5,28.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon,Senior Data Scientist,Data Scientist,Senior,India,7,7,26.7,11.0,37.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell,Senior Data Scientist,Data Scientist,Senior,India,6,6,29.8,22.0,35.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zensar Technologies,Senior Data Scientist,Data Scientist,Senior,India,4,4,18.2,14.0,22.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McKinsey & Company,Senior Data Scientist,Data Scientist,Senior,India,6,6,18.2,1.0,31.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apexon,Senior Data Scientist,Data Scientist,Senior,India,4,4,10.3,9.0,11.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE,Senior Data Scientist,Data Scientist,Senior,India,4,4,23.1,16.0,30.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson & Johnson,Senior Data Scientist,Data Scientist,Senior,India,5,5,24.1,17.0,35.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerner,Senior Data Scientist,Data Scientist,Senior,India,6,6,28.9,23.7,35.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algonomy,Senior Data Scientist,Data Scientist,Senior,India,2,2,28.3,23.0,32.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecolab Food Safety & Hygiene Solutions,Senior Data Scientist,Data Scientist,Senior,India,4,4,13.9,11.5,18.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L&T Technology Services,Senior Data Scientist,Data Scientist,Senior,India,4,4,15.2,9.0,24.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,Senior Data Scientist,Data Scientist,Senior,India,3,3,23.3,22.0,25.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yum!,Senior Data Scientist,Data Scientist,Senior,India,2,2,15.3,11.0,17.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indium Software,Senior Data Scientist,Data Scientist,Senior,India,2,2,14.5,8.8,20.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cummins,Senior Data Scientist,Data Scientist,Senior,India,3,3,23.2,17.8,29.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eversana,Senior Data Scientist,Data Scientist,Senior,India,4,4,14.3,12.0,17.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paytm,Senior Data Scientist,Data Scientist,Senior,India,3,3,31.6,27.0,40.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citicorp,Senior Data Scientist,Data Scientist,Senior,India,6,6,28.3,21.0,35.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantium Analytics,Senior Data Scientist,Data Scientist,Senior,India,5,5,25.0,24.0,27.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKS Vision,Senior Data Scientist,Data Scientist,Senior,India,7,7,18.1,15.0,22.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyo Rooms,Senior Data Scientist,Data Scientist,Senior,India,3,3,31.0,20.0,42.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yodlee,Senior Data Scientist,Data Scientist,Senior,India,2,2,32.1,27.0,36.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CitiusTech,Senior Data Scientist,Data Scientist,Senior,India,7,7,17.8,15.0,19.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP,Senior Data Scientist,Data Scientist,Senior,India,7,7,36.6,17.2,51.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleperformance,Senior Data Scientist,Data Scientist,Senior,India,3,3,16.2,10.0,20.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V2 Solutions,Senior Data Scientist,Data Scientist,Senior,India,2,2,8.5,8.5,8.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dun & Bradstreet,Senior Data Scientist,Data Scientist,Senior,India,2,2,11.9,9.5,13.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nvidia,Senior Data Scientist,Data Scientist,Senior,India,2,2,21.3,10.0,28.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlgoAnalytics Financial Consultancy,Senior Data Scientist,Data Scientist,Senior,India,3,3,18.9,16.5,20.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reliance Industries,Senior Data Scientist,Data Scientist,Senior,India,5,5,10.0,9.0,11.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scienaptic Systems,Senior Data Scientist,Data Scientist,Senior,India,6,6,19.7,15.0,23.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freelance Consultants,Senior Data Scientist,Data Scientist,Senior,India,7,7,31.7,18.6,42.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decision Point,Senior Data Scientist,Data Scientist,Senior,India,3,3,22.4,19.0,25.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDFC FIRST Bank,Senior Data Scientist,Data Scientist,Senior,India,4,4,20.8,14.0,26.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomson Reuters,Senior Data Scientist,Data Scientist,Senior,India,4,4,18.4,10.0,27.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechron,Senior Data Scientist,Data Scientist,Senior,India,3,3,12.0,9.5,16.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akamai Technologies,Senior Data Scientist,Data Scientist,Senior,India,4,4,27.3,22.5,34.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quest Global,Senior Data Scientist,Data Scientist,Senior,India,4,4,22.8,14.0,41.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEP Worldwide,Senior Data Scientist,Data Scientist,Senior,India,6,6,24.4,22.0,32.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinduja Global Solutions,Senior Data Scientist,Data Scientist,Senior,India,3,3,15.6,4.0,24.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACL Digital,Senior Data Scientist,Data Scientist,Senior,India,3,3,18.8,10.7,25.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innova Solutions,Senior Data Scientist,Data Scientist,Senior,India,4,4,39.7,6.0,97.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automatic Data Processing,Senior Data Scientist,Data Scientist,Senior,India,9,9,34.4,27.0,39.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brillio,Senior Data Scientist,Data Scientist,Senior,India,4,4,21.2,12.0,34.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boeing,Senior Data Scientist,Data Scientist,Senior,India,8,8,27.6,25.2,30.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flipkart,Senior Data Scientist,Data Scientist,Senior,India,5,5,82.0,55.0,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITC Infotech India,Senior Data Scientist,Data Scientist,Senior,India,3,3,14.9,12.0,18.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decision Minds,Senior Data Scientist,Data Scientist,Senior,India,5,5,19.0,13.0,22.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal Analytics,Senior Data Scientist,Data Scientist,Senior,India,4,4,23.6,21.0,29.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HALODOC,Senior Data Scientist,Data Scientist,Senior,India,2,2,27.4,18.0,38.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsung Research,Senior Data Scientist,Data Scientist,Senior,India,2,2,31.7,20.5,40.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neewee Analytics,Senior Data Scientist,Data Scientist,Senior,India,3,3,14.9,12.1,21.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subex,Senior Data Scientist,Data Scientist,Senior,India,4,4,25.2,11.8,37.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCG,Senior Data Scientist,Data Scientist,Senior,India,3,3,20.2,19.8,21.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitachi Vantara,Senior Data Scientist,Data Scientist,Senior,India,7,7,24.6,18.7,35.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF Group,Senior Data Scientist,Data Scientist,Senior,India,2,2,16.8,14.5,20.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUNNHUMBY IT SERVICES INDIA,Senior Data Scientist,Data Scientist,Senior,India,2,2,12.3,11.0,15.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decimal Point Analytics,Senior Data Scientist,Data Scientist,Senior,India,2,2,20.2,12.2,24.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koch Business Solutions,Senior Data Scientist,Data Scientist,Senior,India,4,4,39.6,23.0,51.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noodle.Ai,Senior Data Scientist,Data Scientist,Senior,India,2,2,21.7,18.0,26.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Publicis,Senior Data Scientist,Data Scientist,Senior,India,5,5,18.0,15.0,28.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecolab Digital Center,Senior Data Scientist,Data Scientist,Senior,India,4,4,22.7,19.3,26.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PepsiCo,Senior Data Scientist,Data Scientist,Senior,India,8,8,29.5,19.0,39.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEKsystems,Senior Data Scientist,Data Scientist,Senior,India,3,3,18.2,9.0,23.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chubb Group,Senior Data Scientist,Data Scientist,Senior,India,4,4,16.6,13.5,21.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amnet Digital,Senior Data Scientist,Data Scientist,Senior,India,2,2,11.8,1.0,18.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blend360,Senior Data Scientist,Data Scientist,Senior,India,5,5,30.4,26.3,35.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyndryl,Senior Data Scientist,Data Scientist,Senior,India,3,3,44.4,11.6,93.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSBC,Senior Data Scientist,Data Scientist,Senior,India,0,0,24.6,22.0,28.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chegg,Senior Data Scientist,Data Scientist,Senior,India,3,3,32.2,29.9,35.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Source,Senior Data Scientist,Data Scientist,Senior,India,10,10,29.0,28.0,30.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpillar Inc,Senior Data Scientist,Data Scientist,Senior,India,9,9,22.8,20.3,24.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitney Bowes,Senior Data Scientist,Data Scientist,Senior,India,3,3,17.5,14.1,22.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSCI,Senior Data Scientist,Data Scientist,Senior,India,6,6,38.4,35.4,42.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accolite Digital,Senior Data Scientist,Data Scientist,Senior,India,2,2,12.8,11.0,14.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adobe,Senior Data Scientist,Data Scientist,Senior,India,8,8,40.0,30.0,50.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omega Healthcare,Senior Data Scientist,Data Scientist,Senior,India,7,7,14.1,10.8,15.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Union,Senior Data Scientist,Data Scientist,Senior,India,4,4,22.2,20.0,25.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDFC Bank,Senior Data Scientist,Data Scientist,Senior,India,6,6,25.1,15.2,33.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tata Motors,Senior Data Scientist,Data Scientist,Senior,India,4,4,11.5,5.8,14.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EdgeVerve Systems,Senior Data Scientist,Data Scientist,Senior,India,5,5,20.4,12.0,27.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Birla Group,Senior Data Scientist,Data Scientist,Senior,India,7,7,28.0,26.0,30.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commonwealth Bank of Australia,Senior Data Scientist,Data Scientist,Senior,India,4,4,31.8,27.0,35.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Re,Senior Data Scientist,Data Scientist,Senior,India,5,5,26.9,11.9,34.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCS,Senior Business Analyst,Data Analyst,Senior,India,3,3,7.7,3.5,14.0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accenture,Senior Business Analyst,Data Analyst,Senior,India,3,3,10.3,5.5,15.4,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evalueserve,Senior Business Analyst,Data Analyst,Senior,India,2,2,9.8,7.1,13.8,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cognizant,Senior Business Analyst,Data Analyst,Senior,India,2,2,13.9,9.0,18.7,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCL Technologies,Senior Business Analyst,Data Analyst,Senior,India,4,4,11.9,6.4,18.5,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tech Mahindra,Senior Business Analyst,Data Analyst,Senior,India,4,4,9.9,5.5,16.5,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXL Service,Senior Business Analyst,Data Analyst,Senior,India,2,2,8.8,6.2,12.0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wipro,Senior Business Analyst,Data Analyst,Senior,India,4,4,12.8,6.1,22.0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fidelity National Information Services,Senior Business Analyst,Data Analyst,Senior,India,4,4,15.0,6.5,22.0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cgi Group,Senior Business Analyst,Data Analyst,Senior,India,5,5,10.7,7.2,15.0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L&T Infotech,Senior Business Analyst,Data Analyst,Senior,India,3,3,11.7,7.0,17.3,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSBC,Senior Business Analyst,Data Analyst,Senior,India,6,6,17.1,9.2,24.0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capgemini,Senior Business Analyst,Data Analyst,Senior,India,2,2,11.6,4.5,20.0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newgen Software Technologies,Senior Business Analyst,Data Analyst,Senior,India,3,3,11.1,9.0,14.4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBM,Senior Business Analyst,Data Analyst,Senior,India,3,3,12.4,5.1,22.0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantiphi Analytics Solutions,Senior Business Analyst,Data Analyst,Senior,India,2,2,15.0,11.3,19.0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tredence,Senior Business Analyst,Data Analyst,Senior,India,2,2,11.2,9.0,14.0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduent,Senior Business Analyst,Data Analyst,Senior,India,4,4,8.8,6.0,13.0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temenos,Senior Business Analyst,Data Analyst,Senior,India,5,5,13.2,9.5,17.1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amadeus,Senior Business Analyst,Data Analyst,Senior,India,4,4,14.8,12.0,18.5,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infosys,Senior Business Analyst,Data Analyst,Senior,India,4,4,12.9,7.0,21.0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,Senior Business Analyst,Data Analyst,Senior,India,2,2,9.2,5.0,18.5,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deloitte,Senior Business Analyst,Data Analyst,Senior,India,3,3,11.5,6.8,20.0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXC Technology,Senior Business Analyst,Data Analyst,Senior,India,5,5,12.0,7.0,19.0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernst & Young,Senior Business Analyst,Data Analyst,Senior,India,3,3,14.1,6.3,22.7,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exl India,Senior Business Analyst,Data Analyst,Senior,India,1,1,9.0,6.8,12.0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bnp paribas india solutions,Senior Business Analyst,Data Analyst,Senior,India,6,6,14.6,8.6,21.0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMware Software,Senior Business Analyst,Data Analyst,Senior,India,6,6,18.5,11.7,24.8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zensar Technologies,Senior Business Analyst,Data Analyst,Senior,India,5,5,12.1,7.5,19.5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramco Systems,Senior Business Analyst,Data Analyst,Senior,India,3,3,12.7,8.7,18.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell,Senior Business Analyst,Data Analyst,Senior,India,2,2,11.6,8.5,15.5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
